make,model,vin,price,year,mileage,engine,extCol,intCol,trans,dtype,mpgCity,mpgHw,condition
Honda,CR-V,2HKRW2H82JH637942,31955.0,2018,14595,4 Cyl,White,Unspecified,Automatic,AWD,27,33,Used
Honda,CR-V,7FARW1H51HE044814,24988.0,2017,26101,4 Cyl,Black,Unspecified,Automatic,FWD,28,34,Used
Honda,Passport,5FNYF8H97KB000892,39988.0,2019,588,6 Cyl,Gray,Unspecified,Automatic,AWD,19,24,Used
Honda,Pilot,5FNYF3H53CB039285,15835.0,2012,97420,6 Cyl,Red,Black,Automatic,FWD,18,25,Used
Honda,Civic,2HGFC2F5XHH538987,13650.0,2017,36767,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,Civic,19XFB2F5XEE209490,10988.0,2014,60685,4 Cyl,Black,Unspecified,Automatic,FWD,29,37,Used
Honda,Accord,1HGCR2F85FA158138,16358.0,2015,50532,4 Cyl,Silver,Gray,Automatic,FWD,26,34,Used
Honda,Accord,JHMCM56327C022119,6990.0,2007,106433,4 Cyl,Silver,Black,Automatic,FWD,21,31,Used
Honda,Civic,19XFC2F59HE210745,16857.0,2017,25549,4 Cyl,Gray,Unspecified,Automatic,FWD,31,40,Used
Honda,Odyssey,5FNRL5H63DB005043,18798.0,2013,68116,6 Cyl,Silver,Gray,Automatic,FWD,18,27,Used
Honda,Accord,1HGCR2F32EA082185,14399.0,2014,74957,4 Cyl,White,Unspecified,Automatic,FWD,26,33,Used
Honda,Accord,1HGCV1F38JA109275,22999.0,2018,25538,4 Cyl,Red,Black,Automatic,FWD,29,35,Used
Honda,Civic,2HGFC3A50HH754800,20988.0,2017,25838,4 Cyl,White,Black,Manual,FWD,28,38,Used
Honda,Accord,1HGCR2F84HA088375,23995.0,2017,6547,4 Cyl,Gray,Gray,Automatic,FWD,26,34,Used
Honda,Accord,1HGCM56764A019642,5900.0,2004,144146,4 Cyl,Blue,Gray,Automatic,FWD,21,31,Used
Honda,Accord,1HGCM66575A025102,4888.0,2005,160195,6 Cyl,Beige,Tan,Automatic,FWD,19,28,Used
Honda,HR-V,3CZRU5H36JG702967,19491.0,2018,18446,4 Cyl,Gray,Black,Automatic,FWD,28,34,Used
Honda,Pilot,5FNYF3H35FB034415,22991.0,2015,54473,6 Cyl,Gray,Gray,Automatic,FWD,18,25,Used
Honda,Civic,19XFB2F91FE268500,15491.0,2015,56752,4 Cyl,Brown,Tan,Automatic,FWD,29,37,Used
Honda,Accord,1HGCR2F18HA150086,20991.0,2017,22643,4 Cyl,Silver,Black,Automatic,FWD,26,34,Used
Honda,S2000,JHMAP21438S000778,17900.0,2008,94120,4 Cyl,Gray,Unspecified,Manual,RWD,18,25,Used
Honda,Accord,1HGCR3F97FA025377,22995.0,2015,59276,6 Cyl,Red,Unspecified,Automatic,FWD,21,31,Used
Honda,CR-V,3CZRM3H55EG704902,18995.0,2014,49704,4 Cyl,Gray,Unspecified,Automatic,FWD,23,30,Used
Honda,Accord,1HGCR3F97FA025377,22995.0,2015,59276,6 Cyl,Red,Unspecified,Automatic,FWD,21,31,Used
Honda,CR-V,2HKRM3H40GH538022,21995.0,2016,17802,4 Cyl,Silver,Unspecified,Automatic,FWD,26,32,Used
Honda,Accord,1HGCR2F57FA026486,18995.0,2015,56950,4 Cyl,Blue,Unspecified,Automatic,FWD,26,34,Used
Honda,Pilot,2HKYF18525H539382,7995.0,2005,128584,6 Cyl,Silver,Unspecified,Automatic,4WD,15,20,Used
Honda,S2000,JHMAP21466S001324,16999.0,2006,114000,4 Cyl,Black,Black,Manual,RWD,18,24,Used
Honda,CR-V,2HKRM3H31CH510599,9977.0,2012,135936,4 Cyl,Black,Black,Automatic,FWD,23,30,Used
Honda,Fit,JHMGK5H78GX030225,15750.0,2016,15124,4 Cyl,Silver,Black,Automatic,FWD,32,37,Used
Honda,Civic,2HGFG3B50EH507274,10700.0,2014,64687,4 Cyl,Black,Gray,Automatic,FWD,29,37,Used
Honda,CR-V,5J6RE4H79AL090468,11995.0,2010,118320,4 Cyl,Unspecified,Unspecified,Automatic,4WD,21,27,Used
Honda,Accord,1HGCR2F54HA229015,20988.0,2017,0,4 Cyl,White,Black,Automatic,FWD,26,34,Used
Honda,CR-V,JHLRE38738C032062,6991.0,2008,157141,4 Cyl,Black,Black,Automatic,FWD,20,27,Used
Honda,Pilot,5FNYF3H50CB038580,15444.0,2012,83834,6 Cyl,Red,Tan,Automatic,FWD,18,25,Used
Honda,Civic,2HGFG21598H706436,5995.0,2008,193333,4 Cyl,Red,Black,Manual,FWD,21,29,Used
Honda,Accord Crosstour,5J6TF3H35DL001008,10980.0,2013,102150,4 Cyl,Black,Black,Automatic,FWD,22,30,Used
Honda,Accord,1HGCR2F18HA238846,21895.0,2017,30300,4 Cyl,Red,Unspecified,Automatic,FWD,26,34,Used
Honda,CR-V,2HKRM3H78FH510610,19249.0,2015,50203,4 Cyl,Bronze,Gray,Automatic,FWD,27,33,Used
Honda,CR-V,2HKRW6H31JH221344,23997.0,2018,6048,4 Cyl,Red,White,Automatic,AWD,25,31,Used
Honda,HR-V,3CZRU6H32KG701547,21288.0,2019,14829,4 Cyl,Gray,Black,Automatic,AWD,26,31,Used
Honda,Pilot,5FNYF6H52GB093300,28988.0,2016,82296,6 Cyl,Gray,Unspecified,Automatic,AWD,18,25,Used
Honda,Accord,1HGCR2F48HA157498,17988.0,2017,35778,4 Cyl,Silver,Unspecified,Automatic,FWD,26,34,Used
Honda,CR-V,2HKRW1H83HH504420,24745.0,2017,37246,4 Cyl,Gray,Gray,Automatic,FWD,28,34,Used
Honda,Civic,2HGFC4B68KH300024,19955.0,2019,8800,4 Cyl,Blue,Black,Automatic,FWD,29,36,Used
Honda,CR-V,7FARW1H56JE013886,26988.0,2018,29617,4 Cyl,Gray,Unspecified,Automatic,FWD,28,34,Used
Honda,Odyssey,5FNRL38436B089144,6555.0,2006,154261,6 Cyl,Silver,Gray,Automatic,FWD,17,23,Used
Honda,Pilot,5FNYF6H33JB060456,32898.0,2018,8330,6 Cyl,Silver,Gray,Automatic,AWD,18,26,Used
Honda,Odyssey,5FNRL38436B089144,6555.0,2006,154261,6 Cyl,Silver,Gray,Automatic,FWD,17,23,Used
Honda,Civic,19XFC2F5XHE217901,16955.0,2017,27615,4 Cyl,Silver,Black,Automatic,FWD,31,40,Used
Honda,Pilot,5FNYF3H57BB016803,15455.0,2011,87579,6 Cyl,White,Gray,Automatic,FWD,17,23,Used
Honda,Odyssey,5FNRL3H79AB041019,6999.0,2010,141333,6 Cyl,Silver,Gray,Automatic,FWD,16,23,Used
Honda,Pilot,5FNYF6H35HB081285,31898.0,2017,15735,6 Cyl,Black,Gray,Automatic,AWD,18,26,Used
Honda,CR-V,5J6RW1H87HL003164,28555.0,2017,10895,4 Cyl,Gray,Gray,Automatic,FWD,28,34,Used
Honda,Pilot,5FNYF6H9XJB065139,37955.0,2018,26845,6 Cyl,Silver,Gray,Automatic,AWD,18,26,Used
Honda,CR-V,JHLRE38597C074684,8598.0,2007,124000,4 Cyl,Black,Black,Automatic,FWD,20,27,Used
Honda,Accord,1HGCR2F58HA125496,21009.0,2017,28650,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Accord,1HGCS22869A009199,9988.0,2009,98237,6 Cyl,Red,Black,Automatic,FWD,19,28,Used
Honda,Fit,JHMGK5H78GX003462,13786.0,2016,44784,4 Cyl,Silver,Gray,Automatic,FWD,32,37,Used
Honda,Civic,19XFC1F39HE021845,16991.0,2017,13910,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,CR-V,3CZRM3H33FG703585,15991.0,2015,48185,4 Cyl,Gray,Gray,Automatic,FWD,27,33,Used
Honda,Civic,2HGFB2F84DH513493,10988.0,2013,121619,4 Cyl,Gray,Gray,Automatic,FWD,28,39,Used
Honda,CR-V,5J6RM3H34GL030584,17929.0,2016,28564,4 Cyl,White,Tan,Automatic,FWD,26,32,Used
Honda,Fit,JHMGK5H57GS011788,13929.0,2016,30619,4 Cyl,Blue,Black,Automatic,FWD,32,37,Used
Honda,CR-V,2HKRM3H32EH527124,12988.0,2014,115689,4 Cyl,Unspecified,Unspecified,Automatic,FWD,23,30,Used
Honda,Accord,1HGCT1B70FA005627,13822.0,2015,46523,4 Cyl,White,Tan,Automatic,FWD,26,34,Used
Honda,CR-V,3CZRM3H32GG708603,16481.0,2016,32158,4 Cyl,Black,Black,Automatic,FWD,26,32,Used
Honda,Accord,1HGCP2F3XCA166614,8298.0,2012,137000,4 Cyl,Gray,Gray,Automatic,FWD,22,33,Used
Honda,Odyssey,5FNRL5H64CB002845,12450.0,2012,138120,6 Cyl,Gray,Gray,Automatic,FWD,18,27,Used
Honda,Accord,1HGCP2F7XBA073478,12600.0,2011,96929,4 Cyl,Gray,Gray,Automatic,FWD,22,33,Used
Honda,Odyssey,5FNRL3H75AB003299,9750.0,2010,139808,6 Cyl,Gray,Gray,Automatic,FWD,16,23,Used
Honda,Accord,1HGCR3F00GA014613,15989.0,2016,92423,6 Cyl,White,Black,Automatic,FWD,21,33,Used
Honda,Accord,1HGCR3F00GA014613,15989.0,2016,92423,6 Cyl,White,Black,Automatic,FWD,21,33,Used
Honda,HR-V,3CZRU6H78JM727797,23999.0,2018,18349,4 Cyl,Gray,Black,Automatic,AWD,27,31,Used
Honda,Accord,1HGCM81693A019021,5992.0,2003,122015,6 Cyl,White,Tan,Manual,FWD,18,27,Used
Honda,Accord,1HGCR2F33GA245655,15995.0,2016,78492,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Civic,19XFC2F5XGE250136,14481.0,2016,48416,4 Cyl,Black,Gray,Automatic,FWD,30,40,Used
Honda,HR-V,3CZRU5H15KG714818,21899.0,2019,1793,4 Cyl,Silver,Black,Automatic,FWD,28,34,Used
Honda,Odyssey,5FNRL6H57JB095872,29776.0,2018,14236,6 Cyl,Gray,Gray,Automatic,FWD,19,28,Used
Honda,Accord,1HGCM55614A145416,4588.0,2004,143096,4 Cyl,Gold,Tan,Manual,FWD,23,31,Used
Honda,CR-V,JHLRE3H72AC002251,8998.0,2010,160770,4 Cyl,Blue,Unspecified,Automatic,FWD,21,28,Used
Honda,Odyssey,5FNRL5H60CB028794,13995.0,2012,121589,6 Cyl,Gray,Gray,Automatic,FWD,18,27,Used
Honda,Civic,2HGES26755H536656,5500.0,2005,163842,4 Cyl,White,Tan,Automatic,FWD,25,34,Used
Honda,CR-V,2HKRM4H38EH686686,12988.0,2014,67678,4 Cyl,Brown,Black,Automatic,AWD,22,29,Used
Honda,Civic,19XFB2F57FE292507,12388.0,2015,85820,4 Cyl,White,Tan,Automatic,FWD,29,37,Used
Honda,Odyssey,5FNRL38405B075054,7995.0,2005,98655,6 Cyl,Blue,Gray,Automatic,FWD,17,23,Used
Honda,Civic,2HGES16524H574708,5750.0,2004,85754,4 Cyl,White,Tan,Automatic,FWD,25,34,Used
Honda,Odyssey,5FNRL5H9XCB075387,22400.0,2012,47609,6 Cyl,Gray,Gray,Automatic,FWD,18,27,Used
Honda,Odyssey,5FNRL5H91EB093554,24100.0,2014,67579,6 Cyl,Gray,Gray,Automatic,FWD,19,27,Used
Honda,Civic,19XFB2F57FE295293,10665.0,2015,114285,4 Cyl,Black,Gray,Automatic,FWD,29,37,Used
Honda,Pilot,5FNYF3H57BB040809,13388.0,2011,97491,6 Cyl,Red,Gray,Automatic,FWD,17,23,Used
Honda,Odyssey,5FNRL5H61GB067545,23999.0,2016,48695,6 Cyl,Gray,Unspecified,Automatic,FWD,19,27,Used
Honda,Odyssey,5FNRL5H42FB123263,17981.0,2015,63058,6 Cyl,Gray,Gray,Automatic,FWD,19,27,Used
Honda,CR-V,3CZRM3H34FG717169,14981.0,2015,57581,4 Cyl,Gray,Gray,Automatic,FWD,27,33,Used
Honda,CR-V,5J6RM3H59EL020907,13972.0,2014,99238,4 Cyl,Unspecified,Black,Automatic,FWD,23,30,Used
Honda,Accord,1HGCR3F90GA034424,21981.0,2016,27631,6 Cyl,Gray,Gray,Automatic,FWD,21,33,Used
Honda,Accord,1HGCP2F87BA137341,7998.0,2011,153000,4 Cyl,Gray,Black,Automatic,FWD,22,33,Used
Honda,Odyssey,5FNRL38605B132094,6950.0,2005,138552,6 Cyl,Beige,Tan,Automatic,FWD,17,23,Used
Honda,Fit,JHMGE8H51CC019785,10999.0,2012,68255,4 Cyl,Red,Black,Automatic,FWD,27,33,Used
Honda,Accord,1HGCV1F33JA117042,23500.0,2018,18619,4 Cyl,White,Black,Automatic,FWD,29,35,Used
Honda,Civic,2HGFC2F77JH547153,20999.0,2018,6731,4 Cyl,White,Unspecified,Automatic,FWD,31,40,Used
Honda,Civic,19XFB2F57EE213044,11995.0,2014,90735,4 Cyl,Black,Unspecified,Automatic,FWD,29,37,Used
Honda,Accord,1HGCV1F34JA170994,24900.0,2018,18443,4 Cyl,Black,Unspecified,Automatic,FWD,29,35,Used
Honda,Civic,2HGFC2F76JH564722,20900.0,2018,4736,4 Cyl,Silver,Unspecified,Automatic,FWD,31,40,Used
Honda,CR-V,2HKRM3H77GH558374,20805.0,2016,42766,4 Cyl,Unspecified,Unspecified,Automatic,FWD,26,32,Used
Honda,Accord,1HGCR2F33HA082457,18512.0,2017,22172,4 Cyl,Red,Unspecified,Automatic,FWD,26,34,Used
Honda,Fit,JHMGK5H73GS011630,15612.0,2016,32870,4 Cyl,Black,Unspecified,Automatic,FWD,32,37,Used
Honda,Accord,1HGCV1F95JA063165,29995.0,2018,4041,4 Cyl,Red,White,Automatic,FWD,29,35,Used
Honda,Accord,1HGCR2F75EA247519,13597.0,2014,71000,4 Cyl,White,Tan,Automatic,FWD,26,33,Used
Honda,Accord,1HGCR2F35EA280517,11479.0,2014,101586,4 Cyl,Blue,Gray,Automatic,FWD,26,33,Used
Honda,Pilot,2HKYF18674H590772,5995.0,2004,157615,6 Cyl,Green,Gray,Automatic,4WD,15,21,Used
Honda,CR-V,2HKRW6H3XJH213419,23997.0,2018,5829,4 Cyl,Silver,Black,Automatic,AWD,25,31,Used
Honda,Accord,1HGCM71645A016136,5988.0,2005,104767,4 Cyl,Silver,Black,Manual,FWD,23,31,Used
Honda,Pilot,5FNYF5H33GB019439,20800.0,2016,73656,6 Cyl,Unspecified,Unspecified,Automatic,FWD,19,27,Used
Honda,Pilot,5FNYF18718B026323,9690.0,2008,110051,6 Cyl,Gray,Gray,Automatic,4WD,15,20,Used
Honda,Civic,2HGFG1B61AH531333,8495.0,2010,105785,4 Cyl,Gray,Black,Automatic,FWD,25,36,Used
Honda,Accord,1HGCR2F55DA202139,10597.0,2013,133000,4 Cyl,Gray,Black,Automatic,FWD,26,34,Used
Honda,Civic,2HGFG4A59FH705893,15990.0,2015,98344,4 Cyl,Black,Red,Manual,FWD,22,31,Used
Honda,Civic,1HGEM22975L025437,4500.0,2005,166828,4 Cyl,Black,Gray,Automatic,FWD,25,34,Used
Honda,CR-V,3CZRM3H59DG701421,11500.0,2013,104702,4 Cyl,Silver,Black,Automatic,FWD,23,30,Used
Honda,CR-V,JHLRE48788C041393,9988.0,2008,91561,4 Cyl,Black,Black,Automatic,4WD,20,26,Used
Honda,Element,5J6YH287X8L006403,7988.0,2008,185111,4 Cyl,Gray,Black,Automatic,4WD,19,24,Used
Honda,Civic,19XFC1E37HE005287,21999.0,2017,0,4 Cyl,Unspecified,Unspecified,Manual,FWD,30,39,Used
Honda,Accord,1HGCR2F16HA111657,19988.0,2017,37215,4 Cyl,White,Unspecified,Automatic,FWD,26,34,Used
Honda,Pilot,5FNYF5H57JB002863,29971.0,2018,25584,6 Cyl,Gray,Gray,Automatic,FWD,19,27,Used
Honda,Civic,2HGFG12648H557208,2988.0,2008,176744,4 Cyl,Gray,Gray,Automatic,FWD,25,36,Used
Honda,Odyssey,5FNRL5H22FB039796,19995.0,2015,43391,6 Cyl,Silver,Unspecified,Automatic,FWD,19,27,Used
Honda,Pilot,5FNYF28727B031518,5995.0,2007,152742,6 Cyl,Silver,Black,Automatic,FWD,16,22,Used
Honda,CR-V,2HKRM3H33DH510797,12791.0,2013,99894,4 Cyl,Silver,Gray,Automatic,FWD,23,30,Used
Honda,Odyssey,5FNRL5H65FB023482,22995.0,2015,53030,6 Cyl,White,Gray,Automatic,FWD,19,27,Used
Honda,Civic,2HGFC2F73JH539485,19481.0,2018,15121,4 Cyl,Black,Gray,Automatic,FWD,31,40,Used
Honda,HR-V,3CZRU5H57GM755138,17300.0,2016,35717,4 Cyl,Black,Unspecified,Automatic,FWD,28,34,Used
Honda,Accord,1HGCR2F51HA007144,20995.0,2017,54273,4 Cyl,Silver,Unspecified,Automatic,FWD,26,34,Used
Honda,Civic,2HGFC3A50JH750333,23995.0,2018,17298,4 Cyl,White,Unspecified,Manual,FWD,28,38,Used
Honda,Odyssey,5FNRL5H22BB010969,10250.0,2011,125606,6 Cyl,Silver,Gray,Automatic,FWD,18,27,Used
Honda,Pilot,5FNYF6H57GB081062,21000.0,2016,101030,6 Cyl,Blue,Black,Automatic,AWD,18,25,Used
Honda,Odyssey,5FNRL5H9XCB053390,15598.0,2012,112000,6 Cyl,White,Gray,Automatic,FWD,18,27,Used
Honda,Pilot,5FNYF3H74EB009670,20991.0,2014,61962,6 Cyl,Gray,Unspecified,Automatic,FWD,18,25,Used
Honda,Civic,2HGFC3B93JH355399,21995.0,2018,7901,4 Cyl,White,Black,Automatic,FWD,31,40,Used
Honda,Accord,1HGCV1F15JA118921,18995.0,2018,24104,4 Cyl,Gray,Black,Automatic,FWD,29,35,Used
Honda,Accord,1HGCV1F3XJA204999,21595.0,2018,21402,4 Cyl,Silver,Gray,Automatic,FWD,29,35,Used
Honda,Odyssey,5FNRL5H68CB002346,12450.0,2012,132300,6 Cyl,Black,Gray,Automatic,FWD,18,27,Used
Honda,Accord,1HGCR2F87EA007879,16348.0,2014,44768,4 Cyl,White,White,Automatic,FWD,26,33,Used
Honda,Accord,1HGCR2F71GA238836,17976.0,2016,43639,4 Cyl,Unspecified,Unspecified,Automatic,FWD,26,34,Used
Honda,CR-V,5J6RW1H87HL005528,25955.0,2017,21891,4 Cyl,Gold,Unspecified,Automatic,FWD,28,34,Used
Honda,Element,5J6YH28776L022006,9963.0,2006,139263,4 Cyl,Orange,Unspecified,Automatic,4WD,19,23,Used
Honda,Accord,JHMCG66841C009632,3995.0,2001,195908,4 Cyl,Black,Gray,Automatic,FWD,20,27,Used
Honda,Pilot,5FNYF3H38FB027569,21857.0,2015,61266,6 Cyl,Black,Gray,Automatic,FWD,18,25,Used
Honda,Civic,2HGFG3B5XFH506442,10995.0,2015,92295,4 Cyl,Silver,Gray,Automatic,FWD,29,37,Used
Honda,CR-V,5J6RW1H87HL005528,25955.0,2017,21891,4 Cyl,Gold,Unspecified,Automatic,FWD,28,34,Used
Honda,Civic,1HGFA16597L075645,7595.0,2007,88830,4 Cyl,Silver,Unspecified,Automatic,FWD,25,36,Used
Honda,Civic,2HGFG4A57FH700496,15481.0,2015,85207,4 Cyl,White,Black,Manual,FWD,22,31,Used
Honda,Civic,2HGFG1A6XAH505573,5570.0,2010,146436,4 Cyl,Blue,Gray,Manual,FWD,26,34,Used
Honda,Accord,1HGCR2F36HA036668,18399.0,2017,41098,4 Cyl,Gray,Unspecified,Automatic,FWD,26,34,Used
Honda,Odyssey,5FNRL5H96BB026671,14485.0,2011,120172,6 Cyl,Gray,Gray,Automatic,FWD,18,27,Used
Honda,Pilot,5FNYF3H92CB016163,16500.0,2012,116000,6 Cyl,Black,Black,Automatic,FWD,18,25,Used
Honda,Fit,JHMGE88469S073010,6988.0,2009,139226,4 Cyl,White,Black,Automatic,FWD,27,33,Used
Honda,Odyssey,5FNRL5H6XEB029454,16988.0,2014,108574,6 Cyl,White,Black,Automatic,FWD,19,27,Used
Honda,CR-V,JHLRM4H79CC003103,13988.0,2012,129036,4 Cyl,Black,Black,Automatic,AWD,22,29,Used
Honda,CR-V,2HKRM4H74GH638172,22988.0,2016,33178,4 Cyl,Gray,Unspecified,Automatic,AWD,25,31,Used
Honda,Civic,2HGFC4B51HH305792,16991.0,2017,31152,4 Cyl,Gray,Unspecified,Automatic,FWD,30,39,Used
Honda,CR-V,2HKRW1H89HH503756,26154.0,2017,7711,4 Cyl,Blue,Gray,Automatic,FWD,28,34,Used
Honda,Civic,2HGFG3B5XDH527367,9988.0,2013,101600,4 Cyl,Black,Black,Automatic,FWD,28,39,Used
Honda,Accord,1HGCV1F37JA180242,23996.0,2018,10022,4 Cyl,Blue,Black,Automatic,FWD,29,35,Used
Honda,CR-V,5J6RM3H38EL030987,14995.0,2014,75301,4 Cyl,White,Unspecified,Automatic,FWD,23,30,Used
Honda,Accord,1HGCR3F83EA009344,18431.0,2014,38317,6 Cyl,Black,Black,Automatic,FWD,21,31,Used
Honda,Civic,2HGES16575H556478,6666.0,2005,66138,4 Cyl,Beige,White,Automatic,FWD,25,34,Used
Honda,Accord,1HGCR2F57HA096234,19743.0,2017,49194,4 Cyl,White,Black,Automatic,FWD,26,34,Used
Honda,Civic,19XFA1F53AE069452,5599.0,2010,166424,4 Cyl,Blue,Gray,Automatic,FWD,25,36,Used
Honda,Pilot,5FNYF38489B022269,11871.0,2009,121747,6 Cyl,Blue,Blue,Automatic,FWD,17,23,Used
Honda,Civic,1HGFA16558L010292,6700.0,2008,110611,4 Cyl,Black,Gray,Automatic,FWD,25,36,Used
Honda,Accord,1HGCR2F51GA128500,17883.0,2016,40536,4 Cyl,Red,Black,Automatic,FWD,26,34,Used
Honda,Accord,1HGCR2F35GA117322,14803.0,2016,59459,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Pilot,5FNYF284X6B042254,5856.0,2006,156832,6 Cyl,Unspecified,Gray,Automatic,FWD,16,22,Used
Honda,Civic,2HGFC2F65KH567636,20489.0,2019,4209,4 Cyl,Black,Black,Automatic,FWD,29,37,Used
Honda,Element,5J6YH28564L001465,7495.0,2004,160112,4 Cyl,Unspecified,Unspecified,Automatic,4WD,19,23,Used
Honda,CR-V,5J6RM4H56DL053819,13747.0,2013,106976,4 Cyl,Brown,Tan,Automatic,AWD,22,29,Used
Honda,CR-V,JHLRM4H77CC028713,15498.0,2012,83131,4 Cyl,Silver,Gray,Automatic,AWD,22,29,Used
Honda,Pilot,5FNYF4H56CB076272,19249.0,2012,69117,6 Cyl,Black,Black,Automatic,4WD,17,24,Used
Honda,Pilot,2HKYF18756H515449,9543.0,2006,124181,6 Cyl,Green,Gray,Automatic,4WD,15,20,Used
Honda,Accord,1HGCM56326A099683,8598.0,2006,61000,4 Cyl,Silver,Gray,Automatic,FWD,21,31,Used
Honda,Accord,1HGCR2F33EA232417,11976.0,2014,117357,4 Cyl,Gray,Unspecified,Automatic,FWD,26,33,Used
Honda,Odyssey,5FNRL5H9XEB068930,21555.0,2014,100536,6 Cyl,White,Gray,Automatic,FWD,19,27,Used
Honda,Accord,1HGCR2F55FA206906,13595.0,2015,109033,4 Cyl,White,Black,Automatic,FWD,26,34,Used
Honda,CR-V,5J6RW1H58HL009092,23996.0,2017,13648,4 Cyl,Silver,Tan,Automatic,FWD,28,34,Used
Honda,Accord,1HGCR2F77EA276374,13595.0,2014,97640,4 Cyl,Gray,Black,Automatic,FWD,26,33,Used
Honda,Accord,1HGCT1B84FA001332,14988.0,2015,95594,4 Cyl,White,Unspecified,Automatic,FWD,26,34,Used
Honda,CR-V,5J6RW6H30KL003337,25955.0,2019,4560,4 Cyl,Blue,Gray,Automatic,AWD,25,31,Used
Honda,Civic,2HGFC1E5XHH707059,20988.0,2017,61765,4 Cyl,White,Unspecified,Manual,FWD,28,38,Used
Honda,Pilot,5FNYF3H51DB032661,16429.0,2013,107121,6 Cyl,Silver,Gray,Automatic,FWD,18,25,Used
Honda,HR-V,3CZRU5H55GM725717,14845.0,2016,87814,4 Cyl,Black,Black,Automatic,FWD,28,34,Used
Honda,Accord,1HGCR2F52HA070138,18798.0,2017,29000,4 Cyl,White,Black,Automatic,FWD,26,34,Used
Honda,Accord Crosstour,5J6TF3H56DL006199,13995.0,2013,86882,4 Cyl,Gray,Black,Automatic,FWD,22,30,Used
Honda,CR-V,2HKRW6H35HH220837,21898.0,2017,25791,4 Cyl,Red,Gray,Automatic,AWD,25,31,Used
Honda,Civic,2HGFB6E5XFH710377,16995.0,2015,61792,4 Cyl,White,Black,Manual,FWD,22,31,Used
Honda,Civic,19XFC2F76HE208890,16415.0,2017,46731,4 Cyl,Unspecified,Unspecified,Automatic,FWD,31,40,Used
Honda,Pilot,5FNYF6H32HB025711,27663.0,2017,35842,6 Cyl,Unspecified,Unspecified,Automatic,AWD,18,26,Used
Honda,Ridgeline,5FPYK2F47HB002321,25215.0,2017,36036,6 Cyl,Silver,Black,Automatic,FWD,19,26,Used
Honda,CR-V,JHLRE48779C006264,8988.0,2009,159651,4 Cyl,Black,Black,Automatic,4WD,20,26,Used
Honda,Accord,JHMCM56834C013226,6750.0,2004,99250,4 Cyl,Burgundy,Gray,Automatic,FWD,21,31,Used
Honda,Pilot,5FNYF4H53CB061437,14889.0,2012,128513,6 Cyl,Silver,Gray,Automatic,4WD,17,24,Used
Honda,CR-V,JHLRD78995C032817,7795.0,2005,122480,4 Cyl,Gray,Black,Automatic,4WD,20,25,Used
Honda,Accord,1HGCP2F61BA056298,9995.0,2011,103113,4 Cyl,Unspecified,Unspecified,Automatic,FWD,22,33,Used
Honda,Accord,1HGCP2F36AA006582,9250.0,2010,74065,4 Cyl,Gray,Black,Automatic,FWD,21,31,Used
Honda,Pilot,5FNYF5H97GB013972,30995.0,2016,41672,6 Cyl,Black,Unspecified,Automatic,FWD,19,27,Used
Honda,Civic,2HGFA16879H321165,7800.0,2009,148721,4 Cyl,Silver,Gray,Automatic,FWD,25,36,Used
Honda,Element,5J6YH18779L004099,12252.0,2009,131440,4 Cyl,Blue,Gray,Automatic,FWD,20,25,Used
Honda,Civic,2HGES16574H616354,3750.0,2004,155360,4 Cyl,Black,Gray,Automatic,FWD,25,34,Used
Honda,Odyssey,5FNRL6H57JB059311,27966.0,2018,30534,6 Cyl,Gray,Gray,Automatic,FWD,19,28,Used
Honda,Civic,2HGFB6E52DH707664,15695.0,2013,55919,4 Cyl,Black,Black,Manual,FWD,22,31,Used
Honda,HR-V,3CZRU5H35GM715042,14598.0,2016,77000,4 Cyl,Green,Black,Automatic,FWD,28,34,Used
Honda,Accord,1HGCR2F35HA111540,17418.0,2017,36669,4 Cyl,Gray,Unspecified,Automatic,FWD,26,34,Used
Honda,HR-V,3CZRU5G30HM709734,15988.0,2017,54056,4 Cyl,Black,Black,Manual,FWD,25,33,Used
Honda,Accord,1HGCM56406A128381,4499.0,2006,157122,4 Cyl,Gold,Gray,Automatic,FWD,21,31,Used
Honda,CR-V,2HKRW2H85HH619834,24995.0,2017,44581,4 Cyl,Gray,Unspecified,Automatic,AWD,27,33,Used
Honda,Civic,2HGFC4B58HH306549,0.0,2017,19375,4 Cyl,Black,Unspecified,Automatic,FWD,30,39,Used
Honda,Odyssey,5FNRL5H69CB041995,13875.0,2012,106710,6 Cyl,Black,Gray,Automatic,FWD,18,27,Used
Honda,Accord,1HGCM717X7A016301,3995.0,2007,172170,4 Cyl,Gray,Black,Manual,FWD,23,31,Used
Honda,Pilot,5FNYF6H07GB110712,32441.0,2016,44009,6 Cyl,Silver,Gray,Automatic,AWD,18,25,Used
Honda,Pilot,5FNYF5H54JB031026,34219.0,2018,14254,6 Cyl,Unspecified,Unspecified,Automatic,FWD,19,27,Used
Honda,Pilot,5FNYF3H52AB022300,12800.0,2010,96841,6 Cyl,Gold,Tan,Automatic,FWD,17,23,Used
Honda,Accord,1HGCR2F50FA033988,16988.0,2015,53198,4 Cyl,White,Black,Automatic,FWD,26,34,Used
